"id","question_name","category","status"
"","పాకిస్తాన్ ఆక్రమిత కాశ్మీర్ నుండి దూరముగా ఉండమని ఏ దేశమును 
ఇండియా తెలుపుము?","1","1"
"","ప్రధానమంత్రి మన్మోహన్ సింగ్ ను పెద్ద అంతర్ భద్రతా బెదిరింపుగా వర్ణించును?","1","1"
"","ఆపరేషన్ గ్రీన్ హంట్ అనునది దీనిని గురించి తెలుపును?","1","1"
"","గుర్జ్ ఖలీషా అనగానేమి?","1","1"
"","వింబుల్డన్ టెన్నిస్ ఉమెన్స్ సింగిల్స్ ఫైనల్ 2009లో సెరెనా విలియమ్సకు 
ఎదురుగా క్రింద పేర్కొన్న వారిలో ఎవరు ఆడారు ?","1","1"
"","సిఎంసి యొక్క పూర్తి ఆకృతి?","1","1"
"","ఇటీవల ఎన్ఐఎ వార్తలకు వచ్చినది. ఎన్ఎస్ఐఎ అనగా?","1","1"
"","52 చదరపు కిలోమీటర్ల వ్యాసముతో హైటెక్ సిటీ చుట్టూ సైబరాబాద్ 
రూపొందించబడినది. దీని క్రింది ఏ సంస్థలు వచ్చును? ","1","1"
"","ఎస్ఎంఎఆర్ టి  పథకములో 'ఆర్' యొక్క అర్థము?","1","1"
"","ఏ సంవత్సరములో నక్సల్ బారీ ఉద్యమము ప్రారంభించబడినది?","1","1"
"","నక్సల్ బారీ ఉద్యమమును నడిపినది ఎవరు?","1","1"
"","రెండవ ప్రపంచ యుద్ధ సమయంలో నాశనమయిన నగరము?","1","1"
"","ఇండియాలోని అతిపెద్ద మసీదు?","1","1"
"","30. ముప్పాలు లక్ష్మణరావు లేదా గణపతి దీని నాయకుడు? ","1","1"
"","ఉప్పల్లో రాజీవ్ గాంధీ అంతర్జాతీయ స్టేడియమ్ వద్ద సచిన్ టెండూల్కర్ 
దీనిని చేయుట ద్వారా రికార్డును సృష్టించెను?","1","1"
"","లైంగికవరమైన ఇబ్బంది కలిగించిన కేసులో సంబంధితుడయిన
చాముండేశ్వరినాథ్ దీనిని చెందినవాడు?","1","1"
"","ఆంధ్రప్రదేశ్ ను కేంద్రీయ స్థాయిలో ప్రతినిథిగా వెళ్ళి ఆత్మహత్యగావించుకొనిన 
క్రీడాకారిణి ఎస్. అమరావతి ఈ క్షేత్రమునకు సంబంధించినది?","1","1"
"","మధుకోడా ఈ ప్రాంతపు మాజీ ముఖ్యమంత్రి?","1","1"
"","అర్జున్ వాజ్ పాయి ?","1","1"
"","గ్యానేశ్వరి ఎక్స్ ప్రెస్ రైలు దుర్ఘటనలో 150 మంది ప్రజల మృతికి కారకులని
అనుమానించబడిన మావోయిస్టులచే ఈ సంఘటన జరుపబడిన స్థలము
ఈ రాష్ట్రము లో ఉన్నది ","1","1"
"","యుఐడిఎఐ అనగా ఏమి?","1","1"
"","టైమ్స్ స్క్యయర్ వద్ద బాంబు పేలుడు జరుపుటకు ప్రయత్నించిన
ఫైనల్ షాజాద్ ఇక్కడ పట్టుబడినాడు? ","1","1"
"","చింతల్నార్ వద్ద వాహనమును పేల్చి 76 మంది సిఆర్ పి ఎఫ్ జవానుని 
మావోయిస్టులు చంపిన స్థలము ఈ రాష్ట్రంలో ఉన్నది?","1","1"
"","సి.ఐ.డి అనగా?","1","1"
"","జిహెచ్ఎమ్ సీ  అనగా?","1","1"
"","అఫ్జల్ గురు ఈ కారణముచే ఉరితీయబడినాడు? ","1","1"
"","'అమాన్ కీ ఆషా' దీనికి సంబంధించినది?","1","1"
"","ఎమ్.ఎస్.పి అనగా?","1","1"
"","ముంబాయిదాడి (26/11)కి మూలకారకుడయిన హఫీజ్ - సయ్యద్ గురించి 
సరియైనది ఏది?","1","1"
"","ఇటీవల వార్తలకెక్కిన క్రీడాకారుడైన విశ్వనాథ్ ఆనంద్ ఈ క్రీడతో సంబంధితుడు?","1","1"
"","ఐ.ఐ.టి 2010 లో అగ్రగామి ఎవరు?","1","1"
"","ఇటీవల చనిపోయిన వేటూరి సుందర రామమూర్తి?","1","1"
"","ఐ.పి.ఎల్. ఛైర్మన్ పదవి నుండి సస్పెండ్ చేయబడినది ఎవరు?","1","1"
"","ఒక దేవాలయము యొక్క ఆనంద నిలయము గోడలను బంగారు పూత చేయబడు
 ఒక పథకము కలదు. ఆ దేవాలయము ఇక్కడ ఉన్నది? ","1","1"
"","ఫిల్మ్ ఫేర్ అవార్డులలో, షారూఖ్ ఖాన్ కు పోటీగా 'బెస్ట్ యాక్టర్'కు పేర్కొనబడిన
 బాల్య కళాకారుడు ","1","1"
"","1993 బాంబే ప్రేలుళ్ళకు సంబంధించిన ఉగ్రవాది క్రింద పేర్కొన్న వారిలో ఎవరు?","1","1"
"","తమిళనాడులో ఇటీవల ఒక రాజకీయ పార్టీలో చేరిన చిత్ర కళాకారిణి?","1","1"
"","క్రీడా ప్రపంచంలో అత్యున్నత ను గాంచిన సైనా నెహ్వాల్  ఈ క్రీడకు సంబంధించినది?","1","1"
"","మంగళూరు వద్ద సౌదీ అరేబియా నుంచి వచ్చి ఇటీవల కూలిపోయిన విమానం వీరిది?","1","1"
"","యునైటెడ్ నేషన్స్ భద్రతా కౌన్సిల్లో శాశ్వత పదవీ కొరకు ఒకరికొకరు ఆసరాగా ఉండుటకు ఏ దేశాలు ఒక సమూహముగా రూపొందినది?
","1","1"
"","అక్టోబరు 2వ తేదీకి అహింస యొక్క అంతర్జాతీయ దినముగా ఏ సంస్థ 
తీర్మానించినది?","1","1"
"","డిశంబర్-10ని ఇట్లు అనుసరింతురు?","1","1"
"","యునెస్కో యొక్క కేంద్రం ఇక్కడ కలదు ","1","1"
"","వ్యవసాయక పరిశోధనకు క్రింద పేర్కొన్న వానిలో ఏ అవార్డు ఇవ్వబడును?","1","1"
"","నోబెల్ బహుమతిని పొందిన మొదటి భారతీయుడు?","1","1"
"","ఆంధ్రుల సాంఘిక చరిత్ర రచయిత","1","1"
"","ఇండియా యూనియన్ లో హైద్రాబాద్ ఏ సం॥లో విలీనమయినది?","1","1"
"","'స్వాతంత్య్రం నా జన్మ హక్కు' అనే నినాదం వీరిచే ఇవ్వబడినది?","1","1"
"","జలియన్ వాలాబాగ్ దుర్ఘటన ఇచ్చట సంభవించెను?","1","1"
"","1857 లో మొఘల్ చక్రవర్తిగా ప్రకటించుకొనినవారు ?","1","1"
""," హైదర్ అలీ ఈ ప్రాంతపు రాజు?","1","1"
"","18వ శతాబ్ధంలో ఈ విప్లవము చరిత్రను మార్చివేసినది?","1","1"
"","వేయి స్తంబాల గుడి ఇక్కడ కలదు?","1","1"
"","చారిత్రకులు 'ఆంధ్ర' అను పదమును ఎక్కడ కనుగొనిరి మరియు మొదటి సారిగా
ఆంధ్రుల గురించిన సూచన ఎక్కడ కనిపెట్టిరి?
 ","1","1"
"","శాతవాహన సామ్రాజ్యం యొక్క స్థాపకుడు ఎవరు?","1","1"
"","మూడు అతి సుందరమైన సమూహ నృత్యమాల దృశ్యము 
గోచరించిన చిత్రకళ ఎచ్చట కలదు?","1","1"
"","1956వ సం||లో తళ్ళికోట యుద్ధము వీరి మధ్య జరిగినది?","1","1"
"","ఇండియా కు సముద్ర మార్గమును కనుగొన్న మొదటి యూరోపియన్ ","1","1"
"","ఇండియాలో (1611) బ్రిటీష్ వారి యొక్క మొదటి వర్తక కేంద్రం ?","1","1"
"","క్రింద పేర్కొన్న వానిలో వేనిని దత్త జిల్లాలు అని పిలిచిరి?","1","1"
"","రాయలసీమ యొక్క పాలెగాళ్ళు ఉద్యమమును అణచి రైత్వారీ విధానము
 ప్రవేశపెట్టినది ఎవరు?","1","1"
"","ఆగస్టు ఉద్యమముగా పేరుగాంచినది ఏది? ","1","1"
"","రామాయణము వీరిచే రచింపబడినది?","1","1"
"","అక్బర్ నామా వీరిచే రచింపబడినది?","1","1"
""," బుద్ధ సన్యాసి దలైలామా దర్శించిన 'త్వాంగ్' పట్టణము ఇచ్చట కలదు ?","1","1"
"","గల్ఫ్ ఆఫ్ మన్నార్ మరియు పాక్ జలసంధి వీనిని వేరు చేయును","1","1"
"","రేఖా పటము వలె కనబడు భూకంప ప్రమాణీకరణనను ఇట్లు పిలిచెదురు?","1","1"
"","మొదటి రైల్వేలైను వీని మధ్య నిర్మింపబడినది?","1","1"
"","ఆంధ్రప్రదేశ్ లో నదులు ఇక్కడ చేరును?","1","1"
"","గోదావరి ఆంధ్రప్రదేశ్ లో ఇక్కడ ప్రవేశించును? ","1","1"
"","కృష్ణా నది దాని ఉపనది తుంగభద్రతో ఇక్కడ కలియును?","1","1"
""," భారత్ హెవీ ఎలక్ట్రికల్స్ లిమిటెడ్ ఇచ్చట కలదు?","1","1"
"","భూమి తన అక్షం పై తాను పరిభ్రమించును","1","1"
"","జీరో డిగ్రీ అక్షాంశము? ","1","1"
"","గ్రీన్ విచ్ ఇక్కడ కలదు?","1","1"
"","ప్రపంచంలోని అతి పొడవైన నది?","1","1"
"","అనంతపురం జిల్లా (ఎ.పి) లోని ఓబులాపురం దీని కొరకు ఇటీవలి వార్తలకెక్కినది?","1","1"
"","పి.వి. ఎక్స్ ప్రెస్ వే అనునది?","1","1"
"","ఏ ప్రదేశంలో మొదటగా నైఋతి ఋతుపవనాలు ప్రవేశించును?","1","1"
"","లైలా తుపానుచే బాధింపబడని తీర రాష్ట్రము?","1","1"
"","వైశాల్యములో ఇతర రాష్ట్రములలో ఆంధ్రప్రదేశ్ యొక్క ర్యాంకు ఎంత?","1","1"
"","ఏ స్థలములో జంతువులు, సవరలు, గదబల్లులు, గోండులు నివశించెదరు?","1","1"
